DURACAO;AVL EIXO X;AVL EIXO Y;AVL EIXO Z
0;0.000;-0.028;-0.001
20;0.000;-0.028;-0.001
60;0.000;-0.028;-0.001
100;-0.008;-0.004;0.003
140;-0.007;-0.007;0.002
180;-0.007;-0.004;0.001
220;-0.009;0.000;0.001
260;-0.004;0.000;0.002
280;-0.002;0.001;0.001
320;-0.003;-0.002;0.002
360;-0.004;-0.002;0.002
400;-0.004;-0.002;0.003
420;-0.004;-0.003;0.004
460;-0.005;-0.002;0.002
500;-0.009;-0.001;0.002
540;-0.008;0.001;0.004
580;-0.008;-0.001;0.004
620;-0.010;-0.001;0.005
660;-0.007;-0.001;0.003
700;-0.005;0.001;0.002
740;-0.004;-0.001;0.001
780;0.001;-0.002;0.001
820;0.001;-0.001;-0.001
860;0.001;-0.001;0.000
900;0.002;-0.003;-0.001
940;-0.002;-0.004;0.000
980;0.002;-0.001;0.000
1020;-0.001;-0.001;0.001
1060;0.005;0.000;-0.004
1100;0.004;0.001;-0.004
1140;0.004;0.001;-0.002
1180;0.001;0.001;-0.004
1220;0.001;-0.002;-0.004
1260;0.005;0.001;-0.002
1300;0.002;-0.002;-0.003
1340;0.004;0.001;-0.001
1380;0.005;0.001;-0.001
1420;0.003;-0.001;0.000
1460;0.007;0.004;0.002
1500;0.007;0.004;0.003
1540;0.009;0.001;0.004
1580;0.006;0.002;0.002
1620;0.005;-0.002;0.002
1660;0.004;0.002;0.004
1700;0.005;0.001;0.005
1740;0.003;0.003;0.008
1780;-0.002;0.002;0.008
1820;-0.001;0.000;0.011
1860;0.002;0.000;0.008
1900;0.003;0.000;0.006
1940;0.005;-0.002;0.004
1980;0.002;-0.001;0.002
2020;0.001;-0.001;0.002
2060;-0.004;-0.002;0.003
2100;-0.004;-0.005;0.005
2140;-0.007;-0.010;-0.001
2180;-0.007;-0.012;-0.003
2220;-0.009;-0.010;-0.003
2260;-0.010;-0.005;-0.003
2300;-0.009;-0.006;-0.005
2340;0.002;-0.009;-0.005
2380;0.008;-0.003;-0.005
2420;0.006;0.000;-0.004
2460;0.004;-0.008;-0.007
2500;-0.004;-0.004;-0.002
2540;-0.031;-0.001;0.006
2580;-0.038;-0.001;0.007
2620;-0.053;-0.008;0.010
2660;-0.069;-0.009;0.014
2700;-0.090;0.001;0.009
2740;-0.130;0.020;0.006
2780;-0.167;0.040;-0.007
2820;-0.233;0.046;-0.010
2860;-0.305;0.021;-0.006
2900;-0.366;0.012;-0.006
2940;-0.494;0.024;0.012
2980;-0.580;0.056;0.001
3020;-0.696;0.010;-0.022
3060;-0.789;-0.007;-0.023
3100;-0.861;-0.009;-0.049
3140;-0.906;-0.017;-0.080
3180;-0.905;-0.009;-0.106
3220;-0.877;-0.020;-0.142
3260;-0.764;-0.040;-0.178
3300;-0.689;-0.028;-0.237
3340;-0.604;-0.103;-0.243
3380;-0.510;-0.133;-0.253
3420;-0.409;-0.132;-0.288
3460;-0.335;-0.093;-0.262
3500;-0.256;-0.060;-0.259
3540;-0.123;-0.079;-0.325
3580;0.006;-0.090;-0.329
3620;0.202;-0.142;-0.271
3660;0.432;-0.202;-0.222
3700;0.643;-0.193;-0.190
3740;0.859;-0.248;-0.156
3780;1.126;-0.274;-0.161
3820;1.260;-0.177;-0.108
3860;1.293;-0.212;-0.051
3900;1.224;-0.193;-0.013
3940;1.098;-0.184;0.043
3980;0.892;-0.013;0.088
4020;0.704;0.091;0.035
4060;0.521;0.034;0.045
4100;0.490;-0.087;0.054
4140;0.369;-0.070;0.021
4180;0.288;-0.050;0.021
4220;0.225;-0.090;0.032
4260;0.141;-0.049;0.029
4300;0.144;-0.128;-0.042
4340;0.134;-0.216;-0.021
4380;0.127;-0.293;0.035
4420;0.227;-0.184;-0.015
4460;0.320;-0.225;0.027
4500;0.180;-0.381;0.029
4540;0.212;0.144;-0.064
4580;0.347;0.219;-0.068
4620;0.484;-0.186;0.018
4660;0.464;-0.948;0.112
4700;0.281;-0.910;0.077
4740;0.075;-0.387;0.020
4780;0.133;-0.247;0.307
4820;0.132;-0.327;0.318
4860;0.012;-0.350;0.290
4900;-0.068;-0.225;0.318
4940;-0.011;-0.115;0.268
4980;0.001;-0.027;0.129
5020;-0.007;0.229;0.043
5060;0.100;0.685;-0.051
5100;0.147;0.486;-0.042
5140;-0.031;0.439;-0.019
5180;0.122;0.546;-0.030
5220;0.027;0.699;0.024
5260;-0.021;0.919;-0.013
5300;-0.232;0.970;-0.111
5340;-0.342;0.761;-0.049
5380;-0.317;0.271;-0.023
5420;-0.241;-0.046;-0.323
5460;-0.226;0.021;-0.262
5500;-0.116;0.018;-0.151
5540;-0.047;-0.305;-0.100
5580;0.055;-0.469;-0.054
5620;0.227;-0.614;0.038
5660;0.310;-0.618;0.052
5700;0.395;-0.545;0.237
5740;0.382;-0.572;0.181
5780;0.277;0.088;-0.097
5820;0.509;0.164;-0.155
5860;0.325;-0.056;-0.179
5900;0.242;-0.893;-0.030
5940;0.025;-0.924;-0.019
5980;-0.068;-0.417;-0.026
6020;-0.098;-0.015;0.401
6060;0.042;-0.130;0.392
6100;-0.034;-0.075;0.277
6140;-0.116;0.011;0.192
6180;-0.086;0.072;0.152
6220;-0.084;0.067;0.071
6260;-0.001;0.400;-0.023
6300;0.183;0.667;-0.172
6340;0.203;0.239;-0.195
6380;0.039;0.321;-0.260
6420;0.189;0.223;-0.153
6460;0.061;0.195;-0.034
6500;-0.042;0.610;0.065
6540;-0.267;0.966;-0.042
6580;-0.392;1.064;0.040
6620;-0.330;0.732;0.125
6660;-0.222;0.481;-0.192
6700;-0.232;0.663;-0.180
6740;-0.177;0.677;-0.079
6780;-0.131;0.536;-0.017
6820;-0.028;0.367;0.012
6840;0.007;0.379;0.056
6880;0.117;0.456;0.199
6920;0.152;0.561;0.322
6960;0.172;0.572;0.375
7000;0.153;0.456;0.230
7040;0.039;1.075;0.040
7080;0.143;0.999;-0.078
7120;0.142;0.831;-0.197
7160;0.224;0.662;-0.197
7200;0.024;0.997;-0.196
7240;-0.117;1.300;-0.219
7280;-0.071;1.659;0.006
7320;-0.002;1.793;0.012
7360;-0.092;1.852;-0.032
7400;-0.253;2.002;-0.035
7440;-0.236;2.123;-0.009
7480;-0.137;2.148;-0.045
7520;-0.181;2.136;-0.106
7560;-0.188;2.042;-0.207
7600;-0.249;1.839;-0.253
7640;-0.337;1.705;-0.250
7680;-0.246;1.667;-0.214
7720;-0.209;1.891;-0.164
7760;-0.331;1.928;-0.136
7800;-0.235;1.669;-0.038
7840;-0.149;1.645;0.008
7880;-0.125;2.109;-0.060
7920;-0.311;2.266;-0.074
7960;-0.374;2.223;-0.032
8000;-0.391;2.181;0.008
8040;-0.334;2.114;0.060
8080;-0.400;2.161;-0.051
8120;-0.624;2.282;-0.032
8160;-0.580;2.239;-0.032
8200;-0.568;1.791;-0.043
8240;-0.458;1.374;0.053
8280;-0.375;1.135;0.153
8320;-0.296;1.057;0.239
8360;-0.222;0.958;0.292
8400;-0.103;0.745;0.310
8440;-0.015;0.712;0.222
8480;-0.035;0.831;-0.010
8520;-0.015;1.089;-0.192
8560;0.032;1.076;-0.038
8600;0.200;0.893;0.001
8640;0.216;0.610;-0.034
8680;0.018;0.637;-0.064
8720;-0.020;0.822;0.196
8760;0.155;1.093;0.398
8800;0.140;1.092;0.377
8840;-0.106;1.058;0.343
8880;-0.192;1.042;0.221
8920;-0.073;0.892;0.201
8960;0.024;0.779;0.151
9000;0.009;0.746;0.080
9040;-0.013;0.656;-0.019
9080;0.040;0.737;-0.075
9120;0.068;0.701;-0.152
9160;0.114;0.687;-0.075
9200;-0.026;0.635;-0.012
9240;-0.053;1.199;0.056
9280;-0.081;1.012;0.173
9320;0.066;0.508;0.087
9360;-0.079;0.047;-0.303
9400;-0.018;0.020;-0.315
9440;0.058;0.137;-0.246
9480;0.033;-0.007;-0.195
9520;0.101;-0.489;-0.126
9560;0.258;-0.499;-0.016
9600;0.386;-0.357;0.045
9640;0.212;-0.373;0.105
9680;0.147;-0.349;0.138
9720;0.254;-0.524;0.130
9760;0.319;-0.527;-0.034
9800;0.170;-0.230;-0.064
9840;-0.211;-0.600;-0.220
9880;-0.024;-1.037;-0.325
9920;-0.038;-0.672;-0.176
9960;-0.115;-0.209;0.279
10000;-0.504;-0.019;0.365
10040;-0.287;-0.089;0.283
10080;-0.129;0.149;0.331
10120;-0.087;0.272;0.259
10160;-0.050;0.384;0.092
10200;0.051;0.584;-0.014
10240;0.230;0.505;-0.168
10280;0.034;0.385;-0.182
10320;-0.216;0.419;-0.117
10360;0.114;0.280;-0.069
10400;-0.147;0.328;-0.031
10440;-0.094;0.550;-0.002
10480;-0.296;0.827;0.002
10520;-0.319;1.002;0.092
10560;-0.280;0.974;0.159
10600;-0.191;0.683;-0.027
10640;-0.238;0.767;-0.145
10680;-0.228;0.977;-0.081
10720;-0.178;0.971;-0.018
10760;-0.068;0.817;0.042
10800;-0.062;0.668;0.197
10840;0.034;0.896;0.342
10880;0.051;0.947;0.478
10920;0.057;0.887;0.466
10960;-0.013;0.555;0.288
11000;0.183;0.808;0.046
11040;0.027;0.831;-0.064
11080;0.200;0.821;-0.056
11120;0.093;0.764;-0.004
11160;-0.164;1.159;-0.089
11200;-0.301;1.506;-0.059
11240;-0.221;1.786;0.111
11280;-0.266;1.991;0.140
11320;-0.374;2.123;0.115
11360;-0.411;2.248;0.149
11400;-0.375;2.385;0.132
