DURACAO;AVL EIXO X;AVL EIXO Y;AVL EIXO Z
0;2.833;0.357;-1.067
40;2.833;0.357;-1.067
80;-0.012;0.005;0.000
120;0.002;0.005;-0.001
160;0.004;0.004;-0.002
200;0.001;0.002;-0.002
240;0.007;0.002;-0.004
280;0.011;-0.001;0.001
320;0.009;0.000;-0.001
360;0.009;0.001;0.000
400;0.009;-0.007;0.000
420;0.013;-0.006;-0.001
460;0.012;-0.002;0.000
500;0.008;0.001;-0.001
540;-0.002;-0.004;-0.001
580;-0.001;0.005;-0.003
620;0.001;0.004;-0.003
660;-0.003;0.005;0.001
700;-0.007;0.007;-0.001
740;-0.008;0.003;-0.001
780;-0.008;0.004;0.000
820;-0.003;0.005;0.001
860;0.000;0.004;0.001
900;0.001;0.001;0.002
920;0.001;0.002;0.003
960;-0.001;0.004;0.004
1000;-0.005;0.004;0.004
1040;0.005;0.006;0.004
1080;-0.002;0.002;0.007
1120;0.009;0.000;0.007
1140;0.002;0.003;0.004
1160;0.001;0.006;0.001
1200;0.012;-0.001;0.001
1240;0.006;-0.003;0.001
1280;0.007;0.004;0.001
1320;-0.001;0.004;0.001
1360;0.005;0.000;0.001
1400;0.002;0.001;0.002
1440;0.005;0.005;0.002
1480;0.002;0.003;0.004
1520;0.000;0.005;0.001
1560;-0.001;0.001;-0.001
1600;0.001;0.005;0.000
1640;0.002;0.001;-0.001
1680;-0.009;0.004;0.001
1720;-0.001;-0.002;0.001
1740;-0.002;0.002;-0.001
1780;-0.008;0.001;-0.004
1820;-0.007;0.001;-0.002
1860;-0.009;0.002;-0.001
1900;-0.004;0.004;-0.002
1940;-0.010;0.005;-0.001
1980;-0.011;0.002;0.000
2020;-0.009;0.004;-0.002
2060;-0.005;0.001;0.000
2100;-0.005;0.002;0.000
2140;-0.015;0.005;-0.001
2160;-0.016;0.002;-0.001
2200;-0.014;0.003;-0.002
2220;-0.018;0.001;0.000
2260;-0.011;0.007;-0.002
2300;-0.012;0.002;0.001
2340;-0.015;0.004;0.002
2380;-0.007;0.004;0.001
2420;-0.006;-0.004;-0.001
2460;0.001;0.001;0.000
2500;-0.010;0.003;-0.001
2540;-0.010;0.002;-0.003
2560;-0.006;0.003;-0.003
2600;-0.009;0.001;-0.001
2640;-0.002;0.002;-0.001
2680;-0.008;0.001;-0.002
2720;-0.004;0.000;0.001
2760;-0.007;-0.002;-0.001
2800;-0.005;0.003;-0.001
2840;-0.010;0.003;-0.002
2880;-0.009;0.002;-0.004
2920;-0.038;0.009;-0.009
2960;-0.042;0.002;-0.009
2980;-0.040;0.007;-0.010
3020;-0.073;0.010;-0.015
3060;-0.076;0.016;-0.016
3100;-0.079;0.010;-0.013
3140;-0.114;0.013;-0.012
3160;-0.124;0.008;-0.018
3200;-0.170;0.013;-0.026
3240;-0.191;0.015;-0.035
3280;-0.211;-0.013;-0.042
3320;-0.252;0.001;-0.050
3360;-0.276;-0.002;-0.043
3400;-0.341;0.003;-0.044
3440;-0.382;0.016;-0.046
3480;-0.454;0.021;-0.044
3520;-0.520;0.020;-0.067
3560;-0.584;-0.037;-0.068
3600;-0.694;-0.042;-0.066
3640;-0.786;-0.020;-0.092
3680;-0.750;-0.065;-0.060
3720;-0.768;-0.048;-0.067
3760;-0.745;-0.020;-0.104
3780;-0.707;-0.022;-0.089
3820;-0.674;-0.076;-0.057
3860;-0.626;-0.073;-0.020
3880;-0.632;-0.071;-0.009
3920;-0.620;-0.136;0.001
3940;-0.583;-0.123;0.008
3980;-0.460;-0.197;-0.038
4020;-0.338;-0.146;-0.045
4060;-0.195;-0.101;-0.032
4100;-0.049;-0.073;-0.060
4140;0.070;-0.034;-0.081
4180;0.197;-0.015;-0.097
4220;0.332;0.034;-0.107
4260;0.442;0.107;-0.089
4300;0.580;0.079;-0.083
4340;0.691;0.071;-0.086
4380;0.859;0.054;-0.052
4420;1.005;0.084;-0.008
4460;1.057;0.035;0.019
4500;1.044;0.126;0.024
4540;1.008;0.109;0.034
4580;0.900;0.173;0.023
4620;0.821;0.220;0.016
4660;0.828;0.261;0.020
